PARCELID,GlobalID,natural
1950-03-4983-000,{86D25B60-7438-4919-9710-D1FBFA1ED523},0
2828-34-9516-000,{2E0152BF-C5A9-45F3-996F-F9229DE33F0D},0
2960-70-0355-000,{E71206B5-203F-46BB-BC06-D4FB699855F9},0
2829-04-9912-000,{7F460960-0761-4E02-ACB4-77A08C961626},0
1981-39-9421-000,{DE720FEC-4AA3-4451-961A-BE1D21223287},0
2960-72-1692-000,{51871BC1-85B7-4846-B6C3-31DD9CC3CCA4},0
1991-65-2300-000,{1A4417C4-AD43-4BF2-8263-F6AD2E890545},0
1950-07-9332-000,{F8795557-29B3-49AE-A5A8-F9BAD0178F50},0
2911-57-8282-000,{85A6A19D-5BCD-485C-8320-7836D449DCB9},0
2901-22-4240-000,{67432FCC-8FD0-466C-8338-5D9DB5057F37},0
2920-09-0881-000,{A89AFD84-D9D6-4F2C-AF68-2B052D4A5E0D},0
1941-76-7155-000,{B7FDEC57-5A59-41D4-A9B2-1DB696D0BFA9},0
2859-39-0846-000,{6D9C9E1D-DBDB-4FCF-990C-65A12660F2E3},0
1940-66-4647-000,{9597DC8A-D9F1-45FC-845D-DA5DCDD31CF8},0
1991-81-6922-000,{FCD28936-C39F-4434-8BFC-AE6C751C1C34},0
1942-83-8777-000,{4A619A0D-9C18-4A4F-A4C2-0202D71062CE},0
1990-64-4004-000,{1027AB4C-7749-4D6D-9782-9F03D38600BC},0
1950-03-0749-000,{9BDF339C-262D-49BC-9740-A6A319592F36},0
2847-08-4966-000,{F2946ADF-4C26-402E-B64F-2A2435C82C65},0
2913-59-6326-000,{E441534F-1DA6-428A-A4CB-490E87734E94},0
1879-82-9538-000,{7B1946F9-47B7-48C3-8FE6-7BAF2634D422},0
1941-78-8696-000,{42F26F4D-5893-4CB6-A5D1-D800B0862FFA},0
2869-00-0361-000,{7C9667B2-1404-49CE-944B-6AF3542A6E5A},0
2807-99-3859-000,{518045F2-C789-4914-8888-BCFF9B509194},0
2910-74-0059-000,{3A81832F-5629-4303-B985-DD25F4C076AA},0
1970-65-1821-000,{71EF7253-6352-4EB5-AFA5-94FB20CECB4E},0
1994-14-9754-000,{90FD5EE5-B949-44B1-B403-99A0990F3188},0
1991-82-7097-000,{4C276D09-C1EB-4628-873C-E0723619A908},0
1993-62-3449-000,{D28BAA00-CA74-4B51-8D7B-8F5FAD2DD852},1
2902-66-6705-000,{CD32D7D2-197F-4ED4-8E01-F188EB2866B4},0
2901-25-8497-000,{6E1206C9-24D1-4BA8-9CF1-8CB0EC19BC45},0
2910-51-3692-000,{06D9C91B-33B1-4EF8-88E9-EA4E5AA35AA3},0
1995-91-1542-000,{706EA10B-0C7D-4DE9-B50C-06CEE714A242},0
1950-27-8415-000,{B5F5FEB3-0244-43B6-B6EB-B491787849DB},0
2924-89-0275-000,{987796DA-3F9D-414F-BB76-39B1D27A4134},0
1940-74-3777-000,{77D94D7B-CD76-42B3-B3A6-AF13BF3A6A5F},0
2839-15-6521-000,{FA664AD6-D3C1-4AE3-967F-14FFA99DF534},0
2807-97-3828-000,{9D0C29D5-8370-4F72-9A28-4D7F303420CD},0
2920-04-7062-000,{C8A9D4F7-A718-4127-93B4-0E7BFA1D1A37},0
1879-42-2033-000,{442310F1-8931-4021-B407-CF83B1635181},0
1940-59-7737-000,{2D8E8E0D-4837-4A15-9399-C1C0282AB160},0
1963-03-3464-000,{CC07608E-FE73-4B40-A2B3-34F38521A795},0
2807-39-1742-000,{3CC93D64-5AE9-4EEB-B37C-1895CE2FC8C9},0
2848-97-0061-000,{669A54CA-0249-4D9F-BA49-F9AC8632BC15},0
1982-07-9882-000,{E12AEC22-4F57-4D2B-BF56-81ACFDC718E5},0
2808-90-4522-000,{A9F2BFD0-D70D-416B-89F9-C5F949A07660},0
2951-94-6764-000,{240AE641-4927-457A-8A4E-0969C122FB84},0
2922-35-3719-000,{E4C8C230-B842-4D8B-9EA8-9935D50692D7},0
1940-59-8933-000,{5E553E92-448D-464B-B4B1-B8FB6CCA7FC4},0
1897-76-8734-000,{37595880-14D6-419C-A42C-F276BEB848E0},0
2912-27-6985-000,{29D84987-B265-436C-B2B4-68E30FE6D611},0
1941-30-8532-000,{F81694B2-0105-4D01-A8BC-06C6B5B634F5},0
2818-01-9253-000,{61B6159A-D069-4C74-ABD2-F42BC6AB9032},0
1990-54-2268-000,{A50E7315-5CFF-4DE0-B12B-5A5BCCF09101},0
1940-84-7081-000,{23724CBB-67E4-4A3C-9A71-92CCB47FF2D9},0
2817-45-1388-000,{08D24AE3-2BA1-487D-8BEF-5F5B0EB09A6A},0
1995-40-3162-000,{309B634A-E3BB-4A3C-9315-BD3F482BDAA4},0
2941-84-5241-000,{FC490B21-55E6-4249-9983-435608BB6D16},0
1974-52-8690-000,{DC0525F7-D625-441D-909A-13E191BA1F3D},0
1951-46-3323-000,{3695BBAC-C7BC-42AF-A94E-F7DB878D7BBE},0
2839-72-4050-000,{35BA4213-A7A3-4AF3-B477-6F59058BE863},0
1950-13-9207-000,{959620E2-125C-4B86-AA87-71A668430685},0
1972-73-4840-000,{85F52A49-050B-4ACE-B10A-40D3F1D736CF},0
2910-43-4513-000,{9F85AA6D-AFB2-4614-9110-CB486FF68D04},0
2950-76-3731-000,{1E0B26CA-B57C-4E16-AD96-5D339992F23E},0
2905-78-7978-000,{3950260C-F358-4D40-828F-6D41EA8CFF13},0
2819-74-8960-000,{1E54E473-0F34-4E4F-9667-E85CB0F20F4D},0
2838-76-7397-000,{4960806A-7794-480B-A9EA-2F12A682277B},1
1982-08-9229-000,{13BD7067-227E-4DB2-A101-71D7240B5A0B},1
2859-70-7750-000,{547379E5-B8F8-4B56-9746-D5DDA7534910},0
1961-65-0079-000,{06565611-76DC-47AB-BA0C-C08E2FBB1C08},0
1950-33-0134-000,{15E04D6D-E32F-432E-8637-2694131033C5},0
2920-67-4269-000,{09E66A2B-3044-4427-A250-054B74D6E974},0
1983-82-4680-000,{B308362B-2AFE-4EE4-ACBA-7764D1925A0A},0
1940-49-4392-000,{92940749-49F7-4978-9B06-24CF9E0CE851},0
2920-88-6267-000,{543A4391-6035-42DA-B62E-F101114F6015},0
2912-70-4869-000,{A430B8A3-972B-4527-856E-1B70A70135EE},0
2912-70-4869-000,{66D9D1F6-9508-4FC8-90A5-65FCF5BBF3B7},0
1941-38-9239-000,{42311324-CDFC-439B-AB90-A29785CC2A88},0
2807-98-2385-000,{2BFA5C08-E622-43BD-B361-B3A34E90E528},0
2829-54-0529-000,{DE944953-2FC6-4970-8A5E-CCB3AF6A5FCA},0
2960-52-8835-000,{6DD9E0E1-0B9E-4CF4-9474-EBD8299104A5},0
1991-10-2272-000,{4CD2DB46-5943-43C3-9EAA-9068E4F0C072},0
2905-41-0713-000,{65782CB4-DB30-4B39-AC3B-CE6EE62D321F},1
2817-07-3714-000,{7D417BA4-E5BE-4DF6-A22D-CADECA513C66},0
1879-73-8382-000,{56A47AB4-0B38-4FDB-BB93-29CF3FC3737E},0
1940-47-9248-000,{F4AB11A3-B0CE-43FC-AA45-CD76CB4B16B6},0
2828-56-5251-000,{50B475DB-17C2-47C7-9807-2AC44BB6E7BB},0
2920-78-1827-000,{42BE577F-AA71-471C-9382-EA4DA4A4BAC3},0
1950-18-9069-000,{C9F57184-622E-4155-8976-C20EED4CC963},0
1980-06-5062-000,{57A24991-58CE-4F0B-A171-4CFCB23B1060},0
1992-30-4075-000,{B4F1A5AB-CCE1-4E9D-BFBF-66564BCCCE83},0
2838-07-4784-000,{345D38F6-7C8B-4DE4-9CE8-3FC6F045D705},0
2922-43-9726-000,{27211A32-3423-4174-9FE6-64C978EF7978},0
1950-65-3285-000,{2E549E31-4280-49A6-AE55-6BF6D137814F},0
2829-76-1723-000,{A4688EE6-66F8-4E32-B080-2854232E4C78},0
1888-17-4064-000,{61C057D4-BA2E-4CD9-B9B0-5457617D0605},1
2924-35-2040-000,{0B8FAB01-51C1-4A16-A2AE-5D8440E6FF19},0
2914-81-9794-000,{38B22F1A-F943-49D9-8C1D-23ECC4FB93EE},0
1953-38-9967-000,{AB9EED44-C07B-40A1-9389-4EED3DCA9595},0
1899-83-3397-000,{7652F4B4-1EB3-4BBB-B0C5-864DB8F869B5},0
1951-34-2935-000,{CCD2F0BA-9D79-4D55-996A-0582520243E6},0
2914-60-1365-000,{D11DDBC8-486B-49DC-9AD2-88527BD51922},0
1940-55-3837-000,{925CC923-67CA-4375-9CE8-1975AD02F339},0
1941-61-6047-000,{EE9CEABF-2F97-41B6-9FB7-B4AC3657512C},0
2900-23-7363-000,{E17CB446-13C5-4A08-B92E-04EA78AA2D95},0
1950-25-1277-000,{4DEF6639-469B-4503-BB84-6EDE25888FC7},0
2819-48-1547-000,{719EB443-5102-4B03-9D3B-D2548A4FCC2A},0
1990-44-5279-000,{8BBD49EE-F5D5-47F6-9C55-65E786FDD5B5},0
1982-73-1001-000,{4CAAE9D6-8567-4736-9C2F-903417FBA185},0
2915-48-9975-000,{176C6D8C-715E-4F55-A244-B465C851CC57},0
1971-23-2333-000,{BE9D4196-512F-4846-ABE7-D0EC180D23DF},0
2901-60-1036-000,{24942377-182E-4EEE-960B-6A7BA074493C},0
1941-71-4733-000,{43B26647-B44F-4AC0-ACB0-31244A23F987},0
2817-59-5472-000,{BFE5CF71-8A42-4558-BAC0-48BEE758D380},0
1941-71-7999-000,{9989722B-1ED6-4E9D-8077-A6AE95D213D8},0
2859-84-5239-000,{C6326419-F846-4DB0-87E9-A92E5D37FEC2},0
1980-50-4518-000,{BC911C4F-1717-4344-9370-B71675A9BA66},0
1980-50-4518-000,{78EF5B14-7AEF-444F-A025-34C0EEB18C39},1
1950-36-7422-000,{8186B2B5-49B3-41F9-8C78-10180729F65B},0
1952-45-8140-000,{93AF05A7-9C91-4B06-8BBF-C6B716BB23B6},0
2817-44-6252-000,{B5499DE5-F207-4F2E-9E53-75810DA3C432},0
2857-14-3512-000,{B99DFBAA-E2AE-4399-8F23-1C864A33956C},0
2817-18-7723-000,{F6149DF2-DFB2-44B3-B27A-89C47AECA22B},0
2829-63-0751-000,{78438C78-19A3-4C44-A11E-D2235682AB14},0
1889-31-4685-000,{C9B9FC7E-05F7-4366-8D56-561A11E035ED},0
1898-28-4817-000,{883BED8E-6666-4F7A-ADF5-45E031B7DFC3},0
2932-15-0449-000,{631E45A1-E5D3-4D07-8675-ED41465040B9},0
1899-25-1443-000,{BFE770B2-F5CE-4301-BE1E-9E82B826E78D},0
2838-18-3294-000,{8B61F1A5-6221-47E8-9E0E-7795FC7AC935},0
2941-95-9645-000,{7FF7CC38-7D90-4665-BB62-38179BFC0E77},0
2920-36-1866-000,{1CC3AC25-1EB6-45D8-9A1C-21395E398E0A},0
2913-35-2151-000,{89390282-9686-4EE2-8E07-C93E9AB4A2FB},0
2900-79-1891-000,{078741B1-8DDC-4DF6-8DBC-7F22B5B77D07},0
2932-33-8915-000,{C9A25390-D561-4841-8DB9-4BA235571EA8},0
2900-83-6805-000,{A47A52DE-0B5E-473A-99E0-6EB4BB83F293},0
1954-96-4751-000,{2F3827CB-3734-4D83-8511-402B36E3376F},0
2913-93-8747-000,{EDB639C4-5F3F-4144-AC59-A74AE02B31AA},0
2970-22-7593-000,{BD0632D5-03E9-442B-A69F-AA848103428E},0
1982-59-2470-000,{945CD900-A70C-4BC4-AD5C-01D4BDB24EBF},0
1950-13-3803-000,{9F4264E2-81DD-4C5D-9ACF-266BDEB256DC},0
1993-12-6759-000,{B5E380F4-6752-41AC-8B27-4DC29CCB15E9},0
2932-84-7061-000,{282759BA-E1E5-41C3-A1D9-362C2F51D0F8},0
1869-37-8347-000,{D1AE268A-DE2A-4A17-A2A3-E82ABE590D5E},0
1952-31-1188-000,{56970033-81ED-4A90-ADCC-9A5C80DA4BEC},0
2900-81-3165-000,{902EB343-814E-4225-9BAA-09F1BF04CC3A},0
2900-24-2958-000,{8E008763-98FB-41C9-8CFE-C6BE21264BDA},0
1991-07-0348-000,{90884DFA-73EB-4AA3-A405-AB7775221C5C},0
2932-63-2346-000,{14AAED84-886A-4CB9-89F6-E45C6B5D146A},0
2913-71-3191-000,{A112CD7A-59A4-4FA5-AA65-900530C1D47D},0
1950-12-0915-000,{2935B984-A82A-44C9-B43A-8C238AE179AC},0
1950-12-0915-000,{AA975877-9C7F-481D-A0A7-B9266644F624},0
2901-40-4723-000,{6A8C55D1-1F84-4602-8461-1DFE0E0BA4AF},0
1898-06-0936-000,{46BC5FDD-04EC-46E0-B6CF-C50C7520B022},0
2910-42-0216-000,{6763000D-EF29-4D4B-815C-447D671A0F69},0
2828-29-9411-000,{9E031350-8780-49B7-B393-C651AE5DE4D3},0
1995-23-8019-000,{5393FD7F-101D-4389-92F3-0E0155CADA7E},0
1941-34-0747-000,{5A533BB6-CED4-47DE-B4D8-BBA01133F45A},0
1950-37-3016-000,{6128AC9A-EC40-4460-ADBA-D299C6C4954F},0
2923-31-3304-000,{253A808D-86FB-4351-BFAC-5598393C07F2},0
1887-66-3267-000,{AC64CD98-6759-4B22-AB0E-701040EB6B08},0
2869-57-8870-000,{0DDEDB8B-B2A1-40CF-9C51-D33FD9A15319},0
2839-64-7643-000,{9C9F15B1-49D5-4934-8EF5-F061C503E541},0
1899-77-3265-000,{638EDA61-8910-4F9A-A8AD-770D3B75A71A},0
2924-51-7842-000,{4DA36B1D-AC95-4C71-BCE6-4156CDAA83D1},0
2901-79-3948-000,{3E78984F-22AA-4833-A2FD-D7C1CAE19A54},1
2915-27-8582-000,{DC93D42E-D9CD-4918-A7A9-53005D3082F8},0
1992-24-3827-000,{26588234-9B0C-49B7-A5E5-6582B43F973F},0
1941-71-7435-000,{97188E91-B706-4529-941B-9A643D2718E6},0
1950-84-5644-000,{53165328-D2B3-4F4B-B7A1-10C03DB0CD37},0
2942-68-5570-000,{1CF848EA-A8FE-4D60-A0A7-B2F29E635169},1
1943-46-1682-000,{1F8EE6B7-BC2A-4E7D-8E6B-AF30BC27906A},0
1950-18-1101-000,{795BE604-85AE-4C27-B0C0-467A338FD35C},0
2911-13-3856-000,{50957F92-0622-465B-8D13-8CFE802A8DE7},0
2859-50-3570-000,{C6C7FF48-360C-4F37-A4D3-ADCABC7C72B3},0
2911-53-3967-000,{04296AF6-21EA-4392-BCE4-CD998F941F46},0
2900-69-3539-000,{49FE0459-5D13-487D-AED8-F8A4D796AB5B},0
2931-11-8207-000,{B52DCADB-49B8-4A39-8045-152935F34563},0
1983-82-2152-000,{05B35048-EABA-4149-A59D-0B36751A37CD},0
1953-33-0795-000,{F11A3BBD-8FE1-4617-8659-AC5E1DB1F6D5},0
1898-79-2639-000,{A2025F0A-C1EE-4871-ABE4-427EBD6CDEA6},0
2818-62-7667-000,{3176A04E-6CE2-41FF-A3B4-D65CA390CF70},0
1990-27-4038-000,{EA7B08D2-26E0-469A-9C52-3A2B6A25195B},0
1950-18-7596-000,{21EDA5A0-9E21-48BF-93D6-A94562E2F92E},0
2902-43-9392-000,{84362A34-BD24-4246-A832-58FC15E31B8E},0
1951-71-4686-000,{0B6F7729-C3C4-446D-973F-F2A3B93A149D},0
1972-91-3579-000,{6C9DC17E-381D-4AE9-AD9A-222EB170ABDE},0
1950-57-2722-000,{D5513801-960D-4654-A622-E77988CEB263},0
1887-86-0786-000,{0E9FF37B-D267-49F4-9BD0-CB9776A0C9C8},0
2920-52-1964-000,{18AB4876-F339-4078-A151-DB12FF1C0781},0
1889-01-7434-000,{00C84496-02C1-4D6B-9ABF-A76EB37C1B65},0
2901-45-5715-000,{DAC5F57B-F07E-4EC7-A5F3-8849E8FE92EE},0
2819-28-4376-000,{6DFB036C-18C2-4D18-84E1-9B10FD1BA5AE},0
2807-87-7003-000,{A0AA0EDC-C520-48CF-9C5C-A36B592E3ED0},0
2858-52-6972-000,{A71FE69E-CF9E-4122-B273-AC5C7C21EEB2},0
1940-68-2434-000,{FE5E2B86-77E4-41AF-970E-A9874DC8EA6E},0
1971-13-1184-000,{B62E300E-7D4F-4218-B39C-29222CEEC3E8},0
1888-05-7856-000,{144B9D07-2DDA-4287-891C-A020F989025F},0
1993-52-3344-000,{8467B8A9-CF09-4FB8-B155-A9CB734B8CB6},1
2817-36-2888-000,{B1AAD414-6F0E-4645-9A52-FC63C5D7EB66},0
1991-60-3157-000,{762BA9B8-CEFE-4392-B9EE-79D61BE78103},0
2910-59-3174-000,{2E4AEC4B-0C7C-41E9-86C1-E908B3567EC6},0
2828-03-9900-000,{EBA197C9-9001-47C1-8E24-E3ED74E339E1},0
1982-52-0103-000,{4099E556-1A41-498B-9EE1-2093FA856524},0
2849-29-7101-000,{97482511-912B-4E5A-B2BF-29AFB38ADC90},0
2901-30-2494-000,{5E8D51F8-E464-4B95-84C9-3FB9549F9150},0
1965-70-3354-000,{7D2DCCE5-8E9B-433F-BDB6-C4A3D01DE23E},0
2913-09-1168-000,{7500DD9A-7E17-45B8-96F2-0049029F822C},0
2951-26-0760-000,{153B01A1-B3E8-460D-A392-B892A8722AB1},0
1950-64-1022-000,{952342F5-2FD0-42A8-8998-F9415BB20E76},0
1940-49-8877-000,{7FB52DB3-58F1-496F-BB7C-5A54324E976E},0
2859-47-2436-000,{E382EB97-CAC9-4200-AF59-45DA190B86BD},0
2910-53-7662-000,{2A8564CC-BA83-4143-AA96-13C119266DE6},0
2910-33-8319-000,{30912535-E6ED-48D2-B0CE-99563C462196},0
1982-33-0362-000,{B93E02F3-AEE3-43FF-8E92-993BC9AA9138},0
1878-86-9526-000,{8B367533-66C6-471F-8B19-4EE3329A1F43},0
1983-10-8520-000,{8271BB72-5BA4-41C7-AFE7-739B861D210B},0
