"GlobalID","nearest_distances"
"{2A0E44EA-1594-4E0E-975C-C51CC960EFAF}",14700.5414343937
"{60F5DA2A-AD50-41B2-B186-A3E38E58CD44}",841.005517944234
"{E0516E62-F4E2-4BE5-AA3A-A5CBB8857FE3}",848.780577854547
"{98CEEACF-BCD1-4AE8-89FA-1C91F1592959}",5496.64456971541
"{43017A97-775F-4C7C-BDA5-F49C86AF8041}",2649.20113302133
"{FE8B28B8-4F0C-42CA-9C4C-427147EF50A0}",2833.35214616649
"{2851419F-3DE3-446A-9ECF-40C71EA1EA1F}",3393.80952781834
"{B069A4F4-080C-4F97-9A4C-A2040D985FC8}",411.801273112464
"{4027D1A2-6622-43D9-B9B7-4085A80A6679}",2726.51678467426
"{06943516-A352-4DA2-A194-239D97D7F056}",8659.83705676833
"{3116BCCC-82FA-4417-AB7F-8B24AE854E44}",1189.82082079221
"{8767C247-312D-4745-9E8E-FBD83B1989A2}",3333.80427692382
"{8546C445-B3C2-448C-9EA7-A1A2645E3DB3}",1047.10468383823
"{EEA5E35C-1783-444A-BDF9-7586ED127662}",1639.84973291933
"{9BF5979C-B943-4167-921B-49A1497C0CFE}",1481.67570398575
"{D6B2ECFA-7443-4F69-B241-BC234FF9B662}",4274.39432351005
"{174F8799-3E3F-4B82-9E66-6633F5C6FA29}",11089.0600219165
"{8C8CE2F4-E47A-4D08-BB9A-E7BE9BAF0CBE}",12324.9173940496
"{814D1972-02AA-4493-98BF-A5F1208A12ED}",17965.0058116574
"{7BB00637-342C-414C-A567-5C8CC03E40E5}",6572.32818153777
"{342CE5BC-7DE1-4142-9D7C-8A27119C8423}",4295.31204565267
"{4CAC0D99-F9CD-4F70-8629-DF0E31C5D130}",1757.57687019016
"{17DD4453-A558-40B2-A2EF-ED975A841FDB}",18761.1519184835
"{C08CCC5A-87A1-4EAB-A458-DC736EAB5827}",5331.42916951183
"{99E56659-DD4B-43AD-9289-F4A26C6A16BD}",3345.13484163281
"{D6196EE6-A035-4593-BA39-07261257B05B}",97.3926268779865
"{F4E30ABA-B8BC-452E-9B4B-D60DDABB4C62}",5981.28785064037
"{DA287A4D-5D97-4D5D-842B-D4F1D3BDB0CC}",12831.3999312461
"{7D2A5016-A740-498E-9B8A-212FFAED50E4}",137.881451155656
"{48E71D51-7D9B-4EA0-88E6-F94893450ADA}",99.3309368072473
"{FE37A79A-7EBC-458D-A3D8-6B7121B7FF11}",11250.4987128932
"{1A790B29-1836-4D74-A448-587D26E03D5A}",7137.63111923108
"{8EFB5AE0-BBC8-4A49-889D-6441040EEF05}",12232.9321140554
"{720ADB6F-F5F4-4FDE-9DF4-33F9268EFDC0}",1280.88541056239
"{2DC9A066-D47E-44ED-A371-3E943E657A8E}",429.899221943283
"{74800628-61DA-48BE-87A8-5D4E1ADFE01D}",3003.65261478412
"{853361DA-52B7-4911-A279-FDD240F6BD3F}",10513.9067424756
"{ACEBDD1D-E29E-459E-8BA5-23D2D4DEC063}",15181.9069323462
"{2105F4F9-2EF0-4F84-8F3B-D9D21F4FD17E}",6863.95519620403
"{AF1BFD2F-092E-4D79-A1B2-126623DF47B6}",1455.41291283512
"{33443EA2-6DD5-4684-AD20-D4AE6C2741D2}",4409.65906300481
"{2D42B29B-A541-4390-B1EE-D46D35D3D296}",3161.592490448
"{323178D4-415B-4477-B89E-7784D7425D27}",1117.19510884329
"{7D0CF701-6D66-4A0F-A8A1-0E01F56A44B4}",8438.5386779928
"{6A621A82-054B-491A-BACF-5E7B08C53E98}",1357.13051854649
"{D1CB692C-0ABC-429A-989A-3CBC75265B9C}",3524.7134114193
"{34E54A47-CFC2-41C9-A68B-A0A6B4F2C76D}",1544.72217462873
"{0AF1C0FB-9C3D-4412-AF25-9F78D6552B9B}",3302.60422483563
"{FDAE4B9F-2E65-477E-B02D-05F08772DE19}",433.960515937755
"{1713066E-C9E5-4165-A9E8-FE497D2A1A75}",2112.47719607056
"{9E01811E-04F2-4791-BFAA-6FC5A7A28EAC}",1417.58695533223
"{7B220D1F-21FB-44FC-BCDF-0EB0B3441B27}",188.774111579017
"{7BD39CA0-280C-4891-BDA1-12F2A6241A09}",1135.0235043067
"{96734530-D550-4084-83CD-D8FF138CBF20}",2102.8369040457
"{262688AD-6E64-4DDF-B88E-B3478A2B169A}",5246.10584859285
"{490B8728-E7CE-4A45-AD5D-CF098A046225}",61.3799088647348
"{AEEBC06E-67BB-4547-A849-012EC8C9C2BE}",8245.16625143736
"{EFDEDCC8-7561-49AB-A76C-8EBC85D0ABA8}",5702.22629674354
"{ED1D3E2C-F182-4A91-AB99-0B6D69C3A12D}",9561.74036071984
"{4E0D956D-7FF5-43E0-B5FC-515746237EE4}",6559.39785964776
"{EA004864-BA6B-42EF-B02D-83DA12501DE3}",13374.5001721389
"{29D5831F-BBCB-4A65-86A9-AE717FBA6C51}",19923.8200333658
"{E0147582-0A61-484D-9DC9-3789DC74C652}",5941.68612656124
"{A444E344-C978-40E1-8278-E263720C3D87}",31305.5187821109
"{1216DE76-C90D-4185-B490-090F7A0167E7}",5723.85974466634
"{5838B33B-AC25-4228-A157-0674EAC7D15C}",3301.9093106511
"{B9A70108-9127-4102-B4DB-1D4D17A3BFE1}",1690.81077800819
"{3497DF05-B00B-48DE-B78B-A93B104D2837}",6188.65287769522
"{3AFDFE93-EB14-42F1-A49A-CA6F07FBC707}",1276.67359472355
"{996F188C-3DDA-4B48-905D-8709FCCB038B}",594.325791251434
"{84D695E5-6B22-4463-AD53-2BA53C190EA6}",11748.2238955762
"{3D55BBFC-BC5F-4F94-9403-1CE9833697E8}",223.788572958233
"{C0565D71-CE4E-41BA-BAD5-5282AEAD3B6A}",22021.6183543404
"{F85446A1-DCDC-4113-B1EF-369F99FDCD58}",3579.05054554328
"{3D768A39-C97B-4C8E-BD97-2DE9032375F8}",2715.74894166988
"{CD63A269-9FEC-4CB3-B511-7D267E4BE6BA}",90.3198992207962
"{DE2F2286-EB01-4437-98DB-2F37FEEF71E8}",674.747480503981
"{AC134648-7FCD-4300-9EA1-A884643082EF}",254.900800422504
"{E72BA845-D4D8-4FA2-91CB-1B531F48EFF0}",6738.8344553919
"{8BF9EFB5-4AC5-4E92-B333-55E401DF7DCB}",4610.73919925874
"{E473B7D1-7962-4C83-A215-D0E0B835B7E7}",4378.57412635286
"{1689F178-D677-4229-B3F3-74F39721D41B}",346.160111175317
"{F8555215-D5EB-4573-80BA-92C4122AF36E}",6094.96027337042
"{6DD082B1-A90E-45E6-88A7-8DA8F58D5D8E}",1368.93883413426
"{8FE1B582-BBC9-4236-ACF6-73421231D77C}",8500.07784887095
"{C3EE196A-E791-4E59-A898-74B393981628}",4048.92163416874
"{AEA78CBF-CDFB-4421-AF1C-7825539520BF}",14394.5530828152
"{37EE2425-497D-4611-A07D-ABE67A013F08}",11623.9490118046
"{8FD41671-4927-4726-97A3-1FAB2BB4F5CA}",2870.95937030553
"{404FF7B3-5D36-4C65-8CBD-98261D446477}",26671.8876864407
"{C2325B46-7DB7-4AF3-9D39-E6D8BF52DF27}",4103.37466383438
"{F3169479-A2C8-47AA-A565-26DAA912240B}",1037.75331436524
"{B1171048-1BDB-40DE-85D4-CF5AE9FF3298}",1205.16207354618
"{16D4223F-76E9-41FB-A849-CD3E8A4388D9}",477.669072592806
"{F7DB1136-5877-4132-B943-23EA27D26083}",229.656798354303
"{997CCF84-F684-495C-A082-7A449F5FB273}",4304.22130156587
"{714A108A-3039-4EAB-A7DE-0A8650333BAA}",547.303605227425
