"GlobalID","n_permit_17"
"{923B4034-44BE-4C73-BD43-0E15BC802D29}",1
"{93B64B1C-592B-4DEB-8AB3-6B807501DB97}",1
"{942944A0-D6E2-446C-8B04-3FE96C515A94}",1
"{95DB5DCB-5D41-400B-A0B8-AF5DE80292E4}",1
"{9677BB97-9427-4022-B379-ECB79E5892D9}",1
"{972C5CA6-EF33-4669-B0F0-4BE8298163B8}",1
"{98B89285-7284-446F-8275-93F251ECA5FD}",1
"{9B015A8E-B5CD-4C9C-8B9D-9C1A42F0547C}",1
"{A08E1FF5-52F6-455F-A920-933488E742AB}",1
"{A0C63BB0-2625-4F47-97C9-7BB24AD1A72F}",1
"{A32F19A3-5A4A-413A-86B8-D12B7C3C4AB8}",1
"{A3EA8E29-A71B-4A98-BF90-E194027F5EB8}",6
"{A4A96A3B-68AA-48B8-BA50-3B69BDBE213F}",1
"{A5F112CD-0DB0-43E0-B1D9-2E7A53B758E5}",1
"{A9383060-289E-432A-AF26-EDDFE78F1D3F}",1
"{A9C5B2EB-6D06-49D4-89A6-7732A3CAD987}",1
"{ABC94AAA-D038-4828-A121-0C09DA714734}",1
"{AD81ED00-E746-4A35-A936-EFE5A90B78E3}",1
"{AD941A1A-5101-48D1-90FC-949CDACEDB4F}",1
"{ADF6ACA3-21B6-4A79-A85A-D1BBE9FB7C48}",1
"{AFCAD875-F99D-47C9-88A9-0DFF7D080C89}",1
"{B0948C55-B6B5-47EC-9D79-355BEA1D5C03}",1
"{B3E745EB-DEA3-48E1-9B5A-92EEFAAD433B}",3
"{B53FCB8E-5F35-4A45-B9C3-DC07D786D433}",1
"{B5567F3B-FC8A-4A05-AA62-0EFA07D2BC57}",1
"{B6D518F6-7754-462D-9CDC-89D0B8DBD4C4}",1
"{B91931D2-D0D6-4A4B-847D-33798E4DBA7A}",1
"{BD5766E0-71A5-4E19-9E8A-FAD2F98AEE19}",1
"{BD986BB2-8D05-454F-921D-A37156CDAABF}",1
"{BFCE8E01-D8DB-4B3A-975D-6D42660F25B5}",1
"{C2BC3A30-060C-4280-975D-8F41D1D89897}",1
"{C2F32134-EB8B-4C2D-ABB5-08D5604688AA}",1
"{C3E1B2D1-D44E-4ABB-8CC5-5E908CECC289}",1
"{C5632F2C-D4CD-4F38-B32E-B3ED8E505788}",1
"{C570064B-8F82-4262-9DFC-CC21C1A72AB6}",1
"{C6316066-4C5F-4F55-A711-D7CB40EFFA24}",1
"{C6B2C607-1767-4ABC-ADC1-8BFD335F1A75}",1
"{C7BE225A-BA44-40AA-B1EC-CEBED4CB9BD1}",1
"{C8A7A7DD-C8B5-470A-A42B-92BF16200242}",1
"{C962BFD7-B91C-4AC9-B692-EC50DFCFAC78}",1
"{CAB4F69D-15D6-4793-9C8F-DEB996988625}",1
"{CE0F30BF-5706-40E2-B269-BCFA875098CB}",1
"{D1ACB5E0-D7D9-470C-A21C-E24B22ABA2DA}",1
"{D418F54D-68EA-4263-A2D6-6722F5BD6853}",1
"{D51A48B1-D634-464A-8B97-EAB0D7F5D542}",2
"{D51A9989-B005-42A0-A3A4-87B9C3BD555F}",10
"{D56286F0-88EC-4166-A3DE-18D9E7EC07A8}",1
"{D5C27723-D8B8-402C-A5EE-30D3BF3B25D2}",1
"{D6ACB24B-ADD3-449C-971C-A84CDE4A79B3}",1
"{D9AC1AF1-A2B7-4004-9D2C-8BC712220398}",1
"{DB25B220-9AAB-422F-BA87-49D77B52D340}",1
"{DD06B1BC-E9CB-4A50-9B30-6FDA6A0F7A0E}",12
"{DE55661F-D06C-47C7-8821-3B500B38DA0D}",1
"{DEC13DB2-CB4E-4A3F-BCC1-3D68D98F4A08}",1
"{E088CE42-6F67-433A-8456-4A57AADDA4E9}",1
"{E3C1FBBF-8C8B-4D98-893B-A1066D077F05}",1
"{E3EDF3A3-DCFE-4E70-903E-E078482319FB}",1
"{E4C14BED-109D-4D99-9374-568D3E91D57D}",1
"{E64B4C03-AD8A-40DA-A178-3A192EBA966D}",1
"{E806E91E-ED97-40D5-BD53-538AFEB86544}",1
"{EA759DB3-0D50-435C-BDB9-AC8C1079962B}",1
"{EA9415BE-0636-4E8C-9CFE-3F70AFC4D535}",1
"{EB0A2B8C-9C84-417A-BD65-F140BE8E78C6}",1
"{EC7C49B0-2F5D-45E3-BC90-19F8F6C0F56C}",8
"{EEFD2CCB-8589-47D3-B3CF-2E7BC16AAA9A}",1
"{F08875B3-1CF3-40F4-B242-7F800D954EF7}",1
"{F1190B2A-8004-474B-AE5B-91B9748D633E}",1
"{F18E9EE7-CE6D-4583-B686-CB726B074809}",1
"{F6FC6900-034A-4347-A6D9-D5DFE797BDE5}",1
"{FB636E7E-1158-45D7-B219-DF46A3A60064}",1
"{FC0DEBF8-7074-41A9-ABFD-39BBD2A37BC0}",1
"{FF01F150-8EF9-4ADD-ABF9-779E303251D3}",2
"{FF70AFC2-914C-4E17-A367-05355CD94011}",1
NA,50
